example ID,text,respondent,sex,year of birth,language,language group,education,comments,non-standard government,selecting predicate,type of speaker,context type,toponym/year,initial phoneme,omitted,preposition,preposition_eng,PP,semantic type,
473,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,возить,,spatial,,vowel,,к,k 'to',к аварским селам,goal,
474,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,обменять,,other,,consonant,,на,na 'on(to)',на кукурузу,,
475,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,обменять,,other,,consonant,,на,na 'on(to)',на пшеницу,,
476,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у нас,,
477,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,institution,consonant,да,в,v 'in(to)',в колхозе,locative,
478,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у нас,,
479,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,temporal,,consonant,,до,"do 'up to, until'",до колхозного времени,locative_temp,
480,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,делали материал,,other,,vowel,,из,"iz 'from, of'",из этой шерсти,material,
481,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,продать,,other,,consonant,,за,za 'behind; for',за деньги,,
482,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,продать,,other,,consonant,,за,za 'behind; for',за деньги,,
483,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,делали материал,,other,,vowel,,из,"iz 'from, of'",из овечьей шерсти,material,
484,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,сидеть,,spatial,,vowel,,на,na 'on(to)',на этом,locative,
485,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,издеваться,,other,,vowel,,над,nad 'over/above',над этими нитками,,
486,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,в,v 'in(to)',в селении,locative,
487,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,vowel,,над,nad 'over/above',над уровнем,locative,
488,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,выселять,,spatial,,vowel,,с,s ‘with/from/off’,с этого хутора,source,
489,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,выселять,,spatial,,consonant,,с,s ‘with/from/off’,с других,source,
490,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,spatial,,vowel,,в,v 'in(to)',в окружности,locative,
491,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у нас,,
492,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,остановиться,,spatial,toponym,consonant,,возле,vozle 'near',возле Махачкалы,locative,
493,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,main predicate,,spatial,,consonant,,из,"iz 'from, of'",из других районов,source,
494,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,выселить,,spatial,toponym,consonant,да,в,v 'in(to)',в Чечню,goal,
495,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у них,,
496,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,temporal,,consonant,,в,v 'in(to)',во время войны,locative_temp,
497,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,vowel,,в,v 'in(to)',в основном,,
498,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,для,dlja 'for',для людей,,
499,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у них,,
500,2014-VerkhnijeUbeki-2,chuni.убеки-махи.34нм,m,1952,Tsudakhar Dargwa,Dargwa,secondary education,,,ходить,,other,,consonant,да,в,v 'in(to)',в первый класс,goal,
501,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,vowel,,до,"do 'up to, until'",до этого,locative_temp,
502,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у него,,
503,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,all prepositions,other,,consonant,да,на,na 'on(to)',на латинском языке,instrument,
504,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,до,"do 'up to, until'",до недавнего времени,locative_temp,
505,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,на,na 'on(to)',на чердаке,locative,
506,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,на,na 'on(to)',на латинском,instrument,
507,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,all prepositions,spatial,institution,vowel,да,на,na 'on(to)',на агрономическом,locative,
508,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,на,na 'on(to)',на латинском языке,instrument,
509,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,all prepositions,other,,consonant,да,на,na 'on(to)',на даргинском,instrument,
510,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у него,,
511,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с кумыкским,,
512,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,vowel,,с,s ‘with/from/off’,с азербайджанцами,,
513,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
514,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с ними,,
515,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,приходили,,spatial,,consonant,,из,"iz 'from, of'",из какого села,source,
516,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,между,meždu 'between/among',между собой,,
517,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,приходить,other,,consonant,,к,k 'to',к нам,goal,
518,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
519,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,приезжать,other,,consonant,,на,na 'on(to)',на содержание скота,,
520,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,приезжать,spatial,,consonant,,с,s ‘with/from/off’,с горных селений,source,
521,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,на,na 'on(to)',на зиму,,
522,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
523,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,all prepositions,other,,consonant,да,с,s ‘with/from/off’,со своим скотом,,
524,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
525,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Янгикенте,locative,
526,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в селении,locative,
527,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
528,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,с,s ‘with/from/off’,с детства,source_temp,
529,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,с,s ‘with/from/off’,с детства,source_temp,
530,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,с,s ‘with/from/off’,с детства,source_temp,
531,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с кем,,
532,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',во время учебы,locative_temp,
533,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с людьми,,
534,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,vowel,,с,s ‘with/from/off’,с этими,,
535,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Санчах,locative,
536,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,до,"do 'up to, until'",до женитьбы,locative_temp,
537,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,в расшифровке предлог опущен,учился,,spatial/temporal,institution,consonant,,в,v 'in(to)',в курсах,locative,
538,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,до,"do 'up to, until'",до моего отца,locative_temp,
539,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,за,za 'behind; for',за другого,,
540,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с брат,,
541,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с двумя детьми,,
542,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в восемьсят{восемьдесят*} пятом году,locative_temp,
543,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в марте,locative_temp,
544,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,main predicate,,other,,vowel,,из,"iz 'from, of'",из этих,set,
545,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,main predicate,,other,,vowel,,из,"iz 'from, of'",из этих… кубачинских/ сулевкентских,set,
546,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у меня,,
547,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,consonant,,в,v 'in(to)',во время/ правления Джамал-бека,locative_temp,
548,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,,,temporal,,vowel,,до,"do 'up to, until'",до этого,locative_temp,
549,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,вымерли,,other,,consonant,,от,ot 'from',от болезней,cause,
550,2012-Mallakent-1,yangikent.маллакент.40.,m,1950,Muira Dargwa,Dargwa,higher education,,,вымерли,,other,,vowel,,от,ot 'from',от этого,cause,
551,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,делать кашу,,other,,vowel,,из,"iz 'from, of'",из этой крапивы,material,
552,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,у,u 'at',у одних,,
553,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у многих,,
554,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у них,,
555,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,на,na 'on(to)',на плато,locative,
556,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
557,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,с,s ‘with/from/off’,с этой стороны,locative,
558,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,близко,,other,,consonant,,к,k 'to',к нам,,
559,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,на,na 'on(to)',на одном расстоянии,,
560,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
561,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,за,za 'behind; for',за своих,,
562,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,в,v 'in(to)',в моду,,
563,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,взяли,,spatial,toponym,consonant,,из,"iz 'from, of'",из Бежта,source,
564,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
565,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,да,в,v 'in(to)',в кутане,locative,
566,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с мужем,,
567,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у меня,,
568,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Согратле,locative,
569,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Чохе,locative,
570,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Мегебе,locative,
571,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,main predicate,,spatial,toponym,consonant,,из,"iz 'from, of'",из Согратля,source,
572,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Мегебе,locative,
573,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,vowel,,на,na 'on(to)',на этих картинках,locative,
574,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Дагестане,locative,
575,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Мегебе,locative,
576,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,стихотворение учить,,temporal,,consonant,,на,na 'on(to)',на первое,,
577,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,стихотворение учить,,temporal,,consonant,,на,na 'on(to)',на девятое мая,,
578,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
579,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,писать письмо,,spatial/temporal,institution,vowel,,в,v 'in(to)',в армию,goal,
580,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,попало,,other,,vowel,,из,"iz 'from, of'",из арабского словаря,source,
581,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у папы,,
582,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
583,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,vowel,,у,u 'at',у одного человека,,
584,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,без,bez 'without',без никакой оплаты,,
585,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
586,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
587,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,в расшифровке предлог есть,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Гунибе,locative,
588,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в районе,locative,
589,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,относить,,spatial,,consonant,,в,v 'in(to)',в район,goal,
590,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,в расшифровке предлог есть,,попасть,,spatial,institution,consonant,да,в,v 'in(to)',в турм= Тюрьму,goal,
591,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,в расшифровке предлог есть,,взять,,spatial,institution,consonant,да,в,v 'in(to)',в тюрьму,goal,
592,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в тридцать шестом,locative_temp,
593,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,в расшифровке предлог есть,,,,temporal,temp_point,consonant,да,в,v 'in(to)',"в тридцать пятом, тридцать шестом",locative_temp,
594,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
595,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в районе,locative,
596,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,в расшифровке предлог есть,,,,spatial,institution,vowel,да,в,v 'in(to)',в обкоме,locative,
597,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,в расшифровке предлог есть,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в каком-то го=,locative_temp,
598,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,в расшифровке предлог есть,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в шестьдесят первом,locative_temp,
599,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,приезжать,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Каркадана,source,
600,2013-Megeb-3,shangoda.мегеб.syn-153,f,1953,Mehweb Dargwa,Dargwa,higher education,,,приезжать,,other,,consonant,,к,k 'to',к нам,goal,
601,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,vowel,,у,u 'at',у одного человека,,
602,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у нас,,
603,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,ходить,,other,,consonant,,к,k 'to',к нам,goal,
604,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у самих,,
605,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,в,v 'in(to)',в верхнем селении,locative,
606,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,в,v 'in(to)',в нижнем,locative,
607,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,в,v 'in(to)',в среднем,locative,
608,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,temporal,,vowel,,за,za 'behind; for',за один ночь,,
609,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у детей,,
610,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,делали,,other,,consonant,,из,"iz 'from, of'",из кожи,material,
611,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,ездить,,spatial,toponym,consonant,,в,v 'in(to)',в Москву,goal,
612,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,ходить,,spatial,,consonant,,вокруг,vokrug 'around',вокруг нас,path,
613,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,в расшифровке предлог есть,,,,spatial,,consonant,да,в,v 'in(to)',в любом селении,locative,
614,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,выгнали,,spatial,,vowel,,из,"iz 'from, of'",из акушинского района,source,
615,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,за,za 'behind; for',за воровство,,
616,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,в расшифровке предлог есть,,,,spatial,,vowel,да,в,v 'in(to)',в этих местах,locative,
617,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у них,,
618,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,в,v 'in(to)',в селе,locative,
619,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,в,v 'in(to)',в селении,locative,
620,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Москве,locative,
621,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Махачкале,locative,
622,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,в расшифровке предлог есть,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Гунибе,locative,
623,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,в расшифровке предлог есть,,,,other,,vowel,да,в,v 'in(to)',в основном,,
624,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,у,u 'at',у всех районов,,
625,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,в расшифровке предлог есть,,,,other,,consonant,да,в,v 'in(to)',в жены,,
626,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,по,po 'along/about/up to',по телефону,,
627,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,other,,consonant,,за,za 'behind; for',за мегебца,,
628,2013-Megeb-1,shangoda.мегеб.syn-143,m,1949,Mehweb Dargwa,Dargwa,secondary education,,,,,spatial,,consonant,,в,v 'in(to)',в селении,locative,
