example ID,text,respondent,sex,year of birth,language,language group,education,comments,non-standard government,selecting predicate,type of speaker,context type,toponym/year,initial phoneme,omitted,preposition,preposition_eng,PP,semantic type,
2118,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,,vowel,,в,v 'in(to)',в этом лесу,locative,
2119,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,,vowel,,с,s ‘with/from/off’,с этого места,source,
2120,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,,до,"do 'up to, until'",до Ботлиха,goal,
2121,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,,consonant,,в,v 'in(to)',в пятом классе,locative_temp,
2122,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с классом,,
2123,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас,,
2124,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с ними,,
2125,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,к,k 'to',к трем часам,goal,
2126,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,в расшифровке есть,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в пять часов,locative_temp,
2127,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с нами,,
2128,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',три часа,locative_temp,
2129,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,,consonant,,на,na 'on(to)',на плато,,
2130,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,с,s ‘with/from/off’,с пяти,source,
2131,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,до,"do 'up to, until'",до трех,,
2132,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',Три часа,locative_temp,
2133,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,к,k 'to',к четырём часам,goal,
2134,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,"Да, там это, Аварский округ, центральный. Оттуда, Советского района.",,spatial,toponym,consonant,да,с,s ‘with/from/off’,Советского района,source,
2135,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,,consonant,,с,s ‘with/from/off’,с нашего района,source,
2136,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,,consonant,,с,s ‘with/from/off’,с других районов,source,
2137,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,vowel,,на,na 'on(to)',на УАЗиках,,
2138,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,,в,v 'in(to)',В Чечню,goal,
2139,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,с,s ‘with/from/off’,с ребятами,,
2140,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',Чечню,goal,
2141,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас,,
2142,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у нас,,
2143,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,в расшифровке предлог есть,,,,temporal,,vowel,да,в,v 'in(to)',в один день,locative_temp,
2144,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,от,ot 'from',от дизентерии,,
2145,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,vowel,,от,ot 'from',от этого,,
2146,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',у них,,
2147,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Чечню,goal,
2148,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',В пятьдесят седьмом вернулись,locative_temp,
2149,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,,,,,other,,consonant,,у,u 'at',У нас,,
2150,2018-Tukita-2,karata.тукита.нд14,m,1967,Tokita,Avar-Andi,secondary specialized education,40:00:00,,,,other,,consonant,,у,u 'at',У нас,,
2151,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,other,,consonant,,по,po 'along/about/up to',по матери,,
2152,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,написано,,other,,consonant,,на,na 'on(to)',"на русском языке,",,
2153,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,other,,consonant,,на,na 'on(to)',на русском языке,,
2154,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Гоцатль,goal,
2155,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,собрали,,spatial,toponym,consonant,,в,v 'in(to)',в Гоцатле,locative,
2156,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,other,,consonant,,о,o 'about',о подчинении царю,,
2157,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,other,,consonant,,у,u 'at',у меня,,
2158,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',Таджикистане,locative,
2159,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,other,,consonant,,за,za 'behind; for',за примерную работу,,
2160,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,other,,consonant,,для,dlja 'for',для того,,
2161,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,other,,consonant,,от,ot 'from',от Нуричо,,
2162,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,spatial,,consonant,да,на,na 'on(to)',кладбище,,
2163,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,служил,,spatial/temporal,institution,consonant,,в,v 'in(to)',в царской армии,locative,
2164,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,участвовали,,other,,consonant,,при,pri 'under/during',при взятии,,
2165,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,взятие,,spatial/temporal,,consonant,да,в,v 'in(to)',в плен даже Шамиля,goal,
2166,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,temporal,,vowel,,в,v 'in(to)',в это время,locative_temp,
2167,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,в расшифровке есть,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в позапрошлом году,locative_temp,
2168,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,other,,consonant,,о,o 'about',о языках,,
2169,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,исходит,,other,,consonant,,из,"iz 'from, of'",из всех языков,,
2170,2018-Tukita-3,karata.тукита.кф15,m,1940,Tokita,Avar-Andi,higher education,,,,,other,,consonant,,около,okolo 'near',около двести слов,,
